Zip Code,Receive Date/Time
60613-0000,"Thu, 21 Jan 2021 12:00:17 CST"
60613-0000,"Thu, 21 Jan 2021 12:27:38 CST"
60134-0000,"Thu, 21 Jan 2021 12:01:20 CST"
60134-0000,"Thu, 21 Jan 2021 12:02:14 CST"
60134-0000,"Thu, 21 Jan 2021 12:29:17 CST"
60638-0000,"Thu, 21 Jan 2021 12:03:23 CST"
60638-0000,"Thu, 21 Jan 2021 12:04:35 CST"
60638-0000,"Thu, 21 Jan 2021 12:33:05 CST"
60804-0000,"Thu, 21 Jan 2021 12:06:49 CST"
60804,"Thu, 21 Jan 2021 12:08:19 CST"
,"Thu, 21 Jan 2021 12:16:08 CST"
608040000,"Thu, 21 Jan 2021 12:31:06 CST"
60025-0000,"Thu, 21 Jan 2021 12:31:47 CST"
60025-0000,"Thu, 21 Jan 2021 12:32:27 CST"
60804,"Thu, 21 Jan 2021 12:33:30 CST"
60804,"Thu, 21 Jan 2021 12:54:06 CST"
60804,"Thu, 21 Jan 2021 12:34:33 CST"
60804,"Thu, 21 Jan 2021 12:37:30 CST"
60804,"Thu, 21 Jan 2021 12:38:26 CST"
60804,"Thu, 21 Jan 2021 13:06:03 CST"
60804,"Thu, 21 Jan 2021 12:43:37 CST"
60804,"Thu, 21 Jan 2021 13:08:24 CST"
60804,"Thu, 21 Jan 2021 12:44:16 CST"
60804,"Thu, 21 Jan 2021 13:08:46 CST"
60804,"Thu, 21 Jan 2021 12:45:25 CST"
60804,"Thu, 21 Jan 2021 13:14:24 CST"
,"Thu, 21 Jan 2021 12:45:40 CST"
60804,"Thu, 21 Jan 2021 12:47:05 CST"
60804,"Thu, 21 Jan 2021 13:16:08 CST"
60154-0000,"Thu, 21 Jan 2021 12:51:36 CST"
60154-0000,"Thu, 21 Jan 2021 13:16:56 CST"
60707-0000,"Thu, 21 Jan 2021 12:53:01 CST"
60707-0000,"Thu, 21 Jan 2021 13:15:25 CST"
60175-0000,"Thu, 21 Jan 2021 12:57:36 CST"
60175-0000,"Thu, 21 Jan 2021 13:20:47 CST"
60175-0000,"Thu, 21 Jan 2021 12:58:52 CST"
60175-0000,"Thu, 21 Jan 2021 13:23:00 CST"
60804,"Thu, 21 Jan 2021 13:03:35 CST"
60804,"Thu, 21 Jan 2021 13:25:56 CST"
608040000,"Thu, 21 Jan 2021 13:08:04 CST"
608040000,"Thu, 21 Jan 2021 13:31:28 CST"
60804,"Thu, 21 Jan 2021 13:10:07 CST"
60804,"Thu, 21 Jan 2021 13:28:02 CST"
60804,"Thu, 21 Jan 2021 13:11:08 CST"
60804,"Thu, 21 Jan 2021 13:29:52 CST"
60045-0000,"Thu, 21 Jan 2021 13:15:19 CST"
60045-0000,"Thu, 21 Jan 2021 13:37:05 CST"
60187-0000,"Thu, 21 Jan 2021 13:21:54 CST"
60187-0000,"Thu, 21 Jan 2021 13:43:41 CST"
,"Thu, 21 Jan 2021 15:14:51 CST"
,"Thu, 21 Jan 2021 15:25:57 CST"
,"Thu, 21 Jan 2021 15:45:07 CST"
,"Thu, 21 Jan 2021 15:49:45 CST"
,"Thu, 21 Jan 2021 16:14:29 CST"
,"Wed, 20 Jan 2021 14:59:06 CST"
60546-0000,"Wed, 20 Jan 2021 15:09:35 CST"
,"Wed, 20 Jan 2021 15:16:56 CST"
,"Wed, 20 Jan 2021 16:19:33 CST"
,"Wed, 20 Jan 2021 16:37:04 CST"
60516,"Wed, 20 Jan 2021 12:37:35 CST"
60623-0000,"Wed, 20 Jan 2021 12:41:28 CST"
606230000,"Wed, 20 Jan 2021 12:43:06 CST"
60804-0000,"Wed, 20 Jan 2021 12:44:39 CST"
60804-0000,"Wed, 20 Jan 2021 13:38:25 CST"
60022-0000,"Wed, 20 Jan 2021 12:46:40 CST"
60022-0000,"Wed, 20 Jan 2021 13:40:24 CST"
60022-0000,"Wed, 20 Jan 2021 12:48:22 CST"
60638-0000,"Wed, 20 Jan 2021 12:50:46 CST"
60458-0000,"Wed, 20 Jan 2021 12:52:38 CST"
60458-0000,"Wed, 20 Jan 2021 13:42:26 CST"
60804-0000,"Wed, 20 Jan 2021 12:54:19 CST"
60804-0000,"Wed, 20 Jan 2021 12:56:31 CST"
60804-0000,"Wed, 20 Jan 2021 13:18:44 CST"
60804-0000,"Wed, 20 Jan 2021 13:20:13 CST"
60804-0000,"Wed, 20 Jan 2021 13:48:38 CST"
60558-0000,"Wed, 20 Jan 2021 13:21:42 CST"
60558-0000,"Wed, 20 Jan 2021 13:52:59 CST"
60804,"Wed, 20 Jan 2021 13:23:17 CST"
60035-0000,"Wed, 20 Jan 2021 13:25:22 CST"
60035-0000,"Wed, 20 Jan 2021 14:03:09 CST"
60035-0000,"Wed, 20 Jan 2021 13:26:47 CST"
60035-0000,"Wed, 20 Jan 2021 14:00:42 CST"
60614-0000,"Wed, 20 Jan 2021 13:28:18 CST"
60804-0000,"Wed, 20 Jan 2021 13:29:52 CST"
60804-0000,"Wed, 20 Jan 2021 14:09:34 CST"
60804-0000,"Wed, 20 Jan 2021 13:31:17 CST"
60804-0000,"Wed, 20 Jan 2021 14:12:15 CST"
,"Wed, 20 Jan 2021 13:31:49 CST"
60532-0000,"Wed, 20 Jan 2021 13:32:45 CST"
60532-0000,"Wed, 20 Jan 2021 14:16:45 CST"
60187-0000,"Wed, 20 Jan 2021 13:34:04 CST"
60187-0000,"Wed, 20 Jan 2021 14:15:17 CST"
,"Wed, 20 Jan 2021 13:53:43 CST"
,"Wed, 20 Jan 2021 14:03:11 CST"
,"Wed, 20 Jan 2021 14:04:32 CST"
,"Wed, 20 Jan 2021 14:06:51 CST"
,"Wed, 20 Jan 2021 14:13:22 CST"
,"Wed, 20 Jan 2021 09:21:47 CST"
,"Wed, 20 Jan 2021 09:24:50 CST"
60618,"Wed, 20 Jan 2021 09:31:01 CST"
60618,"Wed, 20 Jan 2021 09:35:37 CST"
60804,"Wed, 20 Jan 2021 09:32:35 CST"
60804,"Wed, 20 Jan 2021 09:38:08 CST"
60804,"Wed, 20 Jan 2021 09:34:43 CST"
60154,"Wed, 20 Jan 2021 09:36:46 CST"
60154,"Wed, 20 Jan 2021 09:41:36 CST"
60091,"Wed, 20 Jan 2021 09:40:11 CST"
,"Wed, 20 Jan 2021 09:41:21 CST"
60091,"Wed, 20 Jan 2021 09:42:29 CST"
60091,"Wed, 20 Jan 2021 09:43:54 CST"
,"Wed, 20 Jan 2021 09:43:36 CST"
60645,"Wed, 20 Jan 2021 09:44:41 CST"
60645,"Wed, 20 Jan 2021 09:54:30 CST"
60645,"Wed, 20 Jan 2021 09:46:26 CST"
60645,"Wed, 20 Jan 2021 09:49:57 CST"
60402,"Wed, 20 Jan 2021 09:48:43 CST"
60402,"Wed, 20 Jan 2021 09:52:05 CST"
60402,"Wed, 20 Jan 2021 09:51:07 CST"
60402,"Wed, 20 Jan 2021 09:54:28 CST"
60126,"Wed, 20 Jan 2021 09:53:02 CST"
60804,"Wed, 20 Jan 2021 09:55:10 CST"
60469,"Wed, 20 Jan 2021 09:58:01 CST"
,"Wed, 20 Jan 2021 10:05:54 CST"
60546-0000,"Wed, 20 Jan 2021 10:06:19 CST"
60638,"Wed, 20 Jan 2021 10:12:17 CST"
60707-0000,"Wed, 20 Jan 2021 10:15:24 CST"
60804-0000,"Wed, 20 Jan 2021 10:18:09 CST"
60804-0000,"Wed, 20 Jan 2021 10:23:10 CST"
60804-0000,"Wed, 20 Jan 2021 10:24:49 CST"
60804-0000,"Wed, 20 Jan 2021 10:38:11 CST"
60804-0000,"Wed, 20 Jan 2021 10:26:42 CST"
60804-0000,"Wed, 20 Jan 2021 10:40:45 CST"
,"Wed, 20 Jan 2021 10:27:16 CST"
60804-0000,"Wed, 20 Jan 2021 10:28:24 CST"
60804-0000,"Wed, 20 Jan 2021 10:45:55 CST"
60546-0000,"Wed, 20 Jan 2021 10:30:00 CST"
,"Wed, 20 Jan 2021 10:32:31 CST"
60804-0000,"Wed, 20 Jan 2021 10:41:12 CST"
60804,"Wed, 20 Jan 2021 10:54:01 CST"
60804,"Wed, 20 Jan 2021 11:05:59 CST"
60804-0000,"Wed, 20 Jan 2021 10:59:13 CST"
,"Wed, 20 Jan 2021 11:01:41 CST"
60521-0000,"Wed, 20 Jan 2021 11:02:10 CST"
60521-0000,"Wed, 20 Jan 2021 11:15:25 CST"
60804-0000,"Wed, 20 Jan 2021 11:16:25 CST"
60623-0000,"Wed, 20 Jan 2021 11:19:05 CST"
60623-0000,"Wed, 20 Jan 2021 11:30:44 CST"
60402-0000,"Wed, 20 Jan 2021 11:21:13 CST"
60091-0000,"Wed, 20 Jan 2021 11:23:16 CST"
60091-0000,"Wed, 20 Jan 2021 11:41:15 CST"
60091-0000,"Wed, 20 Jan 2021 11:25:04 CST"
60804,"Wed, 20 Jan 2021 11:27:29 CST"
60804-0000,"Wed, 20 Jan 2021 11:29:12 CST"
60804-0000,"Wed, 20 Jan 2021 11:46:29 CST"
60804-0000,"Wed, 20 Jan 2021 11:31:47 CST"
60804-0000,"Wed, 20 Jan 2021 11:52:26 CST"
60804-0000,"Wed, 20 Jan 2021 11:33:41 CST"
60804-0000,"Wed, 20 Jan 2021 11:51:10 CST"
60804-0000,"Wed, 20 Jan 2021 11:37:14 CST"
60639-0000,"Wed, 20 Jan 2021 11:40:47 CST"
60202-0000,"Wed, 20 Jan 2021 11:42:56 CST"
60202-0000,"Wed, 20 Jan 2021 12:17:23 CST"
60305-0000,"Wed, 20 Jan 2021 11:45:58 CST"
,"Wed, 20 Jan 2021 11:48:21 CST"
60515-0000,"Wed, 20 Jan 2021 11:48:55 CST"
60611-0000,"Wed, 20 Jan 2021 11:57:46 CST"
60611-0000,"Wed, 20 Jan 2021 12:34:33 CST"
60804,"Wed, 20 Jan 2021 12:00:21 CST"
60402-0000,"Wed, 20 Jan 2021 12:03:15 CST"
60513-0000,"Wed, 20 Jan 2021 12:07:47 CST"
60623,"Wed, 20 Jan 2021 12:13:04 CST"
60804,"Wed, 20 Jan 2021 12:16:57 CST"
60804-0000,"Wed, 20 Jan 2021 12:21:04 CST"
60804-0000,"Wed, 20 Jan 2021 12:50:58 CST"
60804-0000,"Wed, 20 Jan 2021 12:24:25 CST"
60804-0000,"Wed, 20 Jan 2021 12:26:05 CST"
60804-0000,"Wed, 20 Jan 2021 12:53:58 CST"
60804-0000,"Wed, 20 Jan 2021 12:27:38 CST"
60804-0000,"Wed, 20 Jan 2021 12:53:07 CST"
60108-0000,"Wed, 20 Jan 2021 12:29:29 CST"
60108-0000,"Wed, 20 Jan 2021 12:30:41 CST"
60108-0000,"Wed, 20 Jan 2021 12:57:49 CST"
60525-0000,"Wed, 20 Jan 2021 12:32:22 CST"
60525-0000,"Wed, 20 Jan 2021 13:00:11 CST"
60525-0000,"Wed, 20 Jan 2021 12:33:47 CST"
60525-0000,"Wed, 20 Jan 2021 13:02:04 CST"
,"Wed, 20 Jan 2021 12:34:10 CST"
60062,"Thu, 21 Jan 2021 14:18:40 CST"
60062,"Thu, 21 Jan 2021 14:43:08 CST"
60804,"Thu, 21 Jan 2021 14:20:13 CST"
60804,"Thu, 21 Jan 2021 14:45:55 CST"
60804,"Thu, 21 Jan 2021 14:20:53 CST"
60804,"Thu, 21 Jan 2021 14:23:12 CST"
60804,"Thu, 21 Jan 2021 14:48:45 CST"
60804,"Thu, 21 Jan 2021 14:24:50 CST"
60804,"Thu, 21 Jan 2021 14:50:45 CST"
60804,"Thu, 21 Jan 2021 14:27:36 CST"
60804,"Thu, 21 Jan 2021 14:48:44 CST"
60804,"Thu, 21 Jan 2021 14:29:02 CST"
60804,"Thu, 21 Jan 2021 14:51:35 CST"
60068,"Thu, 21 Jan 2021 14:32:17 CST"
60068,"Thu, 21 Jan 2021 14:52:41 CST"
60657,"Thu, 21 Jan 2021 14:33:30 CST"
60657,"Thu, 21 Jan 2021 14:34:45 CST"
60657,"Thu, 21 Jan 2021 14:55:10 CST"
60525,"Thu, 21 Jan 2021 14:37:02 CST"
60525,"Thu, 21 Jan 2021 14:57:45 CST"
60804,"Thu, 21 Jan 2021 14:39:15 CST"
60804,"Thu, 21 Jan 2021 14:39:48 CST"
60202,"Thu, 21 Jan 2021 14:41:41 CST"
60202,"Thu, 21 Jan 2021 15:07:53 CST"
60804,"Thu, 21 Jan 2021 14:43:05 CST"
60526,"Thu, 21 Jan 2021 14:43:53 CST"
60804,"Thu, 21 Jan 2021 14:44:42 CST"
60093,"Thu, 21 Jan 2021 14:45:58 CST"
60093,"Thu, 21 Jan 2021 15:11:39 CST"
60089,"Thu, 21 Jan 2021 14:46:28 CST"
60089,"Thu, 21 Jan 2021 14:47:19 CST"
60089,"Thu, 21 Jan 2021 15:05:53 CST"
60804,"Thu, 21 Jan 2021 14:51:16 CST"
60804,"Thu, 21 Jan 2021 15:14:49 CST"
60804,"Thu, 21 Jan 2021 14:51:27 CST"
60804,"Thu, 21 Jan 2021 15:13:16 CST"
60804-0000,"Thu, 21 Jan 2021 14:56:32 CST"
60804-0000,"Thu, 21 Jan 2021 15:02:31 CST"
60804,"Thu, 21 Jan 2021 15:00:49 CST"
60804,"Thu, 21 Jan 2021 15:01:35 CST"
60804,"Thu, 21 Jan 2021 15:16:23 CST"
,"Thu, 21 Jan 2021 15:10:20 CST"
60804,"Thu, 21 Jan 2021 15:11:22 CST"
60804,"Thu, 21 Jan 2021 15:19:21 CST"
60804-0000,"Thu, 21 Jan 2021 15:11:48 CST"
60804-0000,"Thu, 21 Jan 2021 15:22:19 CST"
60804,"Thu, 21 Jan 2021 15:12:11 CST"
60804,"Thu, 21 Jan 2021 15:21:15 CST"
60626,"Thu, 21 Jan 2021 15:15:36 CST"
60804,"Thu, 21 Jan 2021 15:18:40 CST"
60804,"Thu, 21 Jan 2021 15:24:29 CST"
60062,"Thu, 21 Jan 2021 15:21:21 CST"
60804,"Thu, 21 Jan 2021 15:22:38 CST"
60804,"Thu, 21 Jan 2021 15:29:25 CST"
60062,"Thu, 21 Jan 2021 15:23:03 CST"
60062,"Thu, 21 Jan 2021 15:25:44 CST"
,"Thu, 21 Jan 2021 15:24:05 CST"
60525,"Thu, 21 Jan 2021 15:24:35 CST"
60015,"Thu, 21 Jan 2021 15:25:44 CST"
60015,"Thu, 21 Jan 2021 15:30:07 CST"
60015,"Thu, 21 Jan 2021 15:26:31 CST"
60015,"Thu, 21 Jan 2021 15:32:36 CST"
60804,"Thu, 21 Jan 2021 15:28:27 CST"
60804,"Thu, 21 Jan 2021 15:33:28 CST"
60302,"Thu, 21 Jan 2021 15:29:57 CST"
60804,"Thu, 21 Jan 2021 15:36:03 CST"
60804,"Thu, 21 Jan 2021 15:40:02 CST"
60804,"Thu, 21 Jan 2021 15:40:11 CST"
60804,"Thu, 21 Jan 2021 15:42:56 CST"
60534,"Thu, 21 Jan 2021 15:44:09 CST"
60534,"Thu, 21 Jan 2021 15:52:55 CST"
60804,"Thu, 21 Jan 2021 15:44:53 CST"
60804,"Thu, 21 Jan 2021 15:51:34 CST"
60804,"Thu, 21 Jan 2021 15:45:41 CST"
60804,"Thu, 21 Jan 2021 15:55:27 CST"
60804,"Thu, 21 Jan 2021 15:45:54 CST"
60804,"Thu, 21 Jan 2021 15:54:27 CST"
60804,"Thu, 21 Jan 2021 15:46:58 CST"
60804,"Thu, 21 Jan 2021 15:46:59 CST"
60804,"Thu, 21 Jan 2021 15:53:31 CST"
60804,"Thu, 21 Jan 2021 16:07:31 CST"
60804,"Thu, 21 Jan 2021 16:01:31 CST"
60804,"Thu, 21 Jan 2021 16:11:01 CST"
60804,"Tue, 19 Jan 2021 10:53:46 CST"
60804,"Tue, 19 Jan 2021 10:55:55 CST"
,"Tue, 19 Jan 2021 10:56:53 CST"
60804,"Tue, 19 Jan 2021 11:03:37 CST"
60804,"Tue, 19 Jan 2021 11:05:18 CST"
60804,"Tue, 19 Jan 2021 11:06:01 CST"
60804,"Tue, 19 Jan 2021 11:12:13 CST"
60804,"Tue, 19 Jan 2021 11:08:14 CST"
60804,"Tue, 19 Jan 2021 11:09:55 CST"
60639,"Tue, 19 Jan 2021 11:10:25 CST"
60639,"Tue, 19 Jan 2021 11:12:11 CST"
,"Tue, 19 Jan 2021 11:12:28 CST"
,"Tue, 19 Jan 2021 11:19:05 CST"
,"Tue, 19 Jan 2021 11:19:32 CST"
60804,"Tue, 19 Jan 2021 11:25:56 CST"
60804,"Tue, 19 Jan 2021 11:27:44 CST"
60804,"Tue, 19 Jan 2021 11:29:36 CST"
60804,"Tue, 19 Jan 2021 11:32:41 CST"
60804,"Tue, 19 Jan 2021 11:37:08 CST"
60804,"Tue, 19 Jan 2021 11:33:34 CST"
60804,"Tue, 19 Jan 2021 11:39:12 CST"
60804,"Tue, 19 Jan 2021 11:35:05 CST"
60804,"Tue, 19 Jan 2021 11:37:35 CST"
60804,"Tue, 19 Jan 2021 11:38:09 CST"
60804,"Tue, 19 Jan 2021 11:41:49 CST"
60804,"Tue, 19 Jan 2021 11:39:23 CST"
60804,"Tue, 19 Jan 2021 11:42:01 CST"
60804,"Tue, 19 Jan 2021 11:40:07 CST"
60804,"Tue, 19 Jan 2021 11:41:55 CST"
60804,"Tue, 19 Jan 2021 11:42:37 CST"
60804,"Tue, 19 Jan 2021 11:44:41 CST"
60804,"Tue, 19 Jan 2021 11:44:03 CST"
,"Tue, 19 Jan 2021 11:44:20 CST"
60804,"Tue, 19 Jan 2021 11:45:27 CST"
60804,"Tue, 19 Jan 2021 11:50:35 CST"
60804,"Tue, 19 Jan 2021 11:46:21 CST"
60804,"Tue, 19 Jan 2021 11:49:19 CST"
60804,"Tue, 19 Jan 2021 11:50:18 CST"
60804,"Tue, 19 Jan 2021 11:54:19 CST"
60804,"Tue, 19 Jan 2021 11:59:24 CST"
,"Tue, 19 Jan 2021 11:54:55 CST"
60402,"Tue, 19 Jan 2021 11:57:40 CST"
,"Tue, 19 Jan 2021 12:03:15 CST"
,"Tue, 19 Jan 2021 12:03:33 CST"
,"Tue, 19 Jan 2021 12:05:05 CST"
60609,"Tue, 19 Jan 2021 12:09:59 CST"
,"Tue, 19 Jan 2021 12:10:57 CST"
60804,"Tue, 19 Jan 2021 12:11:54 CST"
60804,"Tue, 19 Jan 2021 12:14:12 CST"
60804,"Tue, 19 Jan 2021 12:12:55 CST"
60804,"Tue, 19 Jan 2021 12:18:19 CST"
60804,"Tue, 19 Jan 2021 12:14:26 CST"
60804,"Tue, 19 Jan 2021 12:18:12 CST"
,"Tue, 19 Jan 2021 12:15:16 CST"
60804,"Tue, 19 Jan 2021 12:16:27 CST"
,"Tue, 19 Jan 2021 12:18:15 CST"
60804,"Tue, 19 Jan 2021 12:19:43 CST"
60513,"Tue, 19 Jan 2021 12:21:39 CST"
60513,"Tue, 19 Jan 2021 12:23:11 CST"
60804,"Tue, 19 Jan 2021 12:22:47 CST"
60804,"Tue, 19 Jan 2021 12:23:28 CST"
,"Tue, 19 Jan 2021 12:24:04 CST"
60546,"Tue, 19 Jan 2021 12:24:57 CST"
,"Tue, 19 Jan 2021 12:29:41 CST"
60804,"Tue, 19 Jan 2021 12:31:54 CST"
,"Tue, 19 Jan 2021 12:34:41 CST"
60126,"Tue, 19 Jan 2021 12:36:43 CST"
,"Tue, 19 Jan 2021 12:36:45 CST"
60467,"Tue, 19 Jan 2021 12:42:45 CST"
60804,"Tue, 19 Jan 2021 12:45:20 CST"
60804,"Tue, 19 Jan 2021 12:46:41 CST"
,"Tue, 19 Jan 2021 12:45:58 CST"
,"Tue, 19 Jan 2021 12:47:00 CST"
,"Tue, 19 Jan 2021 09:03:35 CST"
,"Tue, 19 Jan 2021 09:04:16 CST"
60804,"Tue, 19 Jan 2021 09:06:51 CST"
60130,"Tue, 19 Jan 2021 09:08:53 CST"
60804,"Tue, 19 Jan 2021 09:11:32 CST"
60016,"Tue, 19 Jan 2021 09:13:55 CST"
60804,"Tue, 19 Jan 2021 09:17:03 CST"
60613,"Tue, 19 Jan 2021 09:19:49 CST"
60613,"Tue, 19 Jan 2021 09:23:56 CST"
,"Tue, 19 Jan 2021 09:20:05 CST"
60191,"Tue, 19 Jan 2021 09:21:42 CST"
60527,"Tue, 19 Jan 2021 09:24:07 CST"
60067,"Tue, 19 Jan 2021 09:26:42 CST"
60067,"Tue, 19 Jan 2021 09:28:20 CST"
,"Tue, 19 Jan 2021 09:27:35 CST"
60130,"Tue, 19 Jan 2021 09:28:37 CST"
60130,"Tue, 19 Jan 2021 09:30:54 CST"
,"Tue, 19 Jan 2021 09:29:35 CST"
,"Tue, 19 Jan 2021 09:30:48 CST"
60803,"Tue, 19 Jan 2021 09:31:12 CST"
60546,"Tue, 19 Jan 2021 09:33:41 CST"
,"Tue, 19 Jan 2021 09:35:39 CST"
60516,"Tue, 19 Jan 2021 09:35:49 CST"
,"Tue, 19 Jan 2021 09:35:52 CST"
,"Tue, 19 Jan 2021 09:37:02 CST"
60804,"Tue, 19 Jan 2021 09:38:51 CST"
60804,"Tue, 19 Jan 2021 09:41:31 CST"
60804,"Tue, 19 Jan 2021 09:40:17 CST"
60804,"Tue, 19 Jan 2021 09:41:53 CST"
60804,"Tue, 19 Jan 2021 09:42:42 CST"
60804,"Tue, 19 Jan 2021 09:44:37 CST"
,"Tue, 19 Jan 2021 09:43:11 CST"
,"Tue, 19 Jan 2021 09:43:42 CST"
,"Tue, 19 Jan 2021 09:44:51 CST"
60804,"Tue, 19 Jan 2021 09:44:54 CST"
60804,"Tue, 19 Jan 2021 09:46:14 CST"
60804,"Tue, 19 Jan 2021 09:48:15 CST"
60609,"Tue, 19 Jan 2021 09:47:39 CST"
60804,"Tue, 19 Jan 2021 09:49:45 CST"
60804,"Tue, 19 Jan 2021 09:50:25 CST"
,"Tue, 19 Jan 2021 09:53:10 CST"
60546,"Tue, 19 Jan 2021 09:53:14 CST"
60546,"Tue, 19 Jan 2021 09:53:32 CST"
60546,"Tue, 19 Jan 2021 10:04:24 CST"
,"Tue, 19 Jan 2021 09:54:20 CST"
60804,"Tue, 19 Jan 2021 09:55:53 CST"
,"Tue, 19 Jan 2021 09:58:49 CST"
,"Tue, 19 Jan 2021 10:01:28 CST"
60804,"Tue, 19 Jan 2021 10:04:04 CST"
60804,"Tue, 19 Jan 2021 10:05:05 CST"
,"Tue, 19 Jan 2021 10:06:02 CST"
60804,"Tue, 19 Jan 2021 10:07:31 CST"
60804,"Tue, 19 Jan 2021 10:10:06 CST"
60804,"Tue, 19 Jan 2021 10:11:16 CST"
60804,"Tue, 19 Jan 2021 10:13:16 CST"
60804,"Tue, 19 Jan 2021 10:12:29 CST"
,"Tue, 19 Jan 2021 10:13:18 CST"
,"Tue, 19 Jan 2021 10:14:01 CST"
,"Tue, 19 Jan 2021 10:16:11 CST"
60804,"Tue, 19 Jan 2021 10:17:54 CST"
60804,"Tue, 19 Jan 2021 10:20:10 CST"
60804,"Tue, 19 Jan 2021 10:18:50 CST"
60804,"Tue, 19 Jan 2021 10:21:37 CST"
60804,"Tue, 19 Jan 2021 10:25:02 CST"
60804,"Tue, 19 Jan 2021 10:22:07 CST"
60804,"Tue, 19 Jan 2021 10:28:12 CST"
60804,"Tue, 19 Jan 2021 10:24:24 CST"
60804,"Tue, 19 Jan 2021 10:29:23 CST"
60804,"Tue, 19 Jan 2021 10:25:31 CST"
60804,"Tue, 19 Jan 2021 10:27:27 CST"
,"Tue, 19 Jan 2021 10:25:48 CST"
,"Tue, 19 Jan 2021 10:26:41 CST"
60804,"Tue, 19 Jan 2021 10:29:23 CST"
60804,"Tue, 19 Jan 2021 10:32:12 CST"
,"Tue, 19 Jan 2021 10:32:21 CST"
60804,"Tue, 19 Jan 2021 10:35:27 CST"
60804,"Tue, 19 Jan 2021 10:36:21 CST"
60484,"Tue, 19 Jan 2021 10:40:03 CST"
60804,"Tue, 19 Jan 2021 10:43:23 CST"
60804,"Tue, 19 Jan 2021 10:46:29 CST"
60804,"Tue, 19 Jan 2021 10:51:31 CST"
,"Tue, 19 Jan 2021 10:47:47 CST"
60480,"Tue, 19 Jan 2021 10:48:09 CST"
60480,"Tue, 19 Jan 2021 10:49:50 CST"
60638,"Tue, 19 Jan 2021 10:49:29 CST"
60804,"Tue, 19 Jan 2021 10:52:16 CST"
60804,"Tue, 19 Jan 2021 10:28:50 CST"
60804,"Tue, 19 Jan 2021 10:30:37 CST"
60804,"Tue, 19 Jan 2021 10:38:18 CST"
60804,"Tue, 19 Jan 2021 10:40:56 CST"
60804,"Tue, 19 Jan 2021 10:47:37 CST"
,"Tue, 19 Jan 2021 10:44:12 CST"
60641,"Tue, 19 Jan 2021 10:46:20 CST"
60804,"Tue, 19 Jan 2021 10:48:56 CST"
60804,"Tue, 19 Jan 2021 10:52:27 CST"
60804,"Tue, 19 Jan 2021 10:49:16 CST"
60804,"Tue, 19 Jan 2021 10:54:42 CST"
60804,"Tue, 19 Jan 2021 10:53:43 CST"
60804,"Tue, 19 Jan 2021 11:01:52 CST"
60804,"Tue, 19 Jan 2021 11:02:14 CST"
60804,"Tue, 19 Jan 2021 11:08:09 CST"
60804,"Tue, 19 Jan 2021 11:03:55 CST"
60804,"Tue, 19 Jan 2021 11:06:33 CST"
60804,"Tue, 19 Jan 2021 11:07:16 CST"
60804,"Tue, 19 Jan 2021 11:11:52 CST"
60804,"Tue, 19 Jan 2021 11:09:17 CST"
60804,"Tue, 19 Jan 2021 11:15:53 CST"
60804,"Tue, 19 Jan 2021 11:10:39 CST"
60804,"Tue, 19 Jan 2021 11:15:44 CST"
606290000,"Thu, 21 Jan 2021 10:07:48 CST"
606290000,"Thu, 21 Jan 2021 10:18:38 CST"
60804-0000,"Thu, 21 Jan 2021 10:10:20 CST"
60804-0000,"Thu, 21 Jan 2021 10:21:45 CST"
60402-0000,"Thu, 21 Jan 2021 10:12:16 CST"
60402-0000,"Thu, 21 Jan 2021 10:22:56 CST"
60804-0000,"Thu, 21 Jan 2021 10:13:45 CST"
60804-0000,"Thu, 21 Jan 2021 10:26:05 CST"
60465-0000,"Thu, 21 Jan 2021 10:18:48 CST"
60465-0000,"Thu, 21 Jan 2021 10:22:41 CST"
60465-0000,"Thu, 21 Jan 2021 10:42:18 CST"
60623-0000,"Thu, 21 Jan 2021 10:22:53 CST"
60623-0000,"Thu, 21 Jan 2021 10:53:41 CST"
60090-0000,"Thu, 21 Jan 2021 10:26:09 CST"
60090-0000,"Thu, 21 Jan 2021 10:52:42 CST"
60804-0000,"Thu, 21 Jan 2021 10:26:14 CST"
60090-0000,"Thu, 21 Jan 2021 10:27:14 CST"
60090-0000,"Thu, 21 Jan 2021 10:54:17 CST"
60804-0000,"Thu, 21 Jan 2021 10:30:11 CST"
60804-0000,"Thu, 21 Jan 2021 10:57:05 CST"
60804-0000,"Thu, 21 Jan 2021 10:30:50 CST"
60804-0000,"Thu, 21 Jan 2021 10:55:12 CST"
60546-0000,"Thu, 21 Jan 2021 10:36:54 CST"
60546-0000,"Thu, 21 Jan 2021 11:02:09 CST"
60641-0000,"Thu, 21 Jan 2021 10:40:55 CST"
60641-0000,"Thu, 21 Jan 2021 11:02:13 CST"
60062,"Thu, 21 Jan 2021 10:44:32 CST"
60062,"Thu, 21 Jan 2021 11:05:48 CST"
60804,"Thu, 21 Jan 2021 10:57:17 CST"
60804,"Thu, 21 Jan 2021 11:11:51 CST"
60804,"Thu, 21 Jan 2021 10:59:34 CST"
60804,"Thu, 21 Jan 2021 11:15:11 CST"
60804,"Thu, 21 Jan 2021 11:00:55 CST"
60804,"Thu, 21 Jan 2021 11:23:36 CST"
60304-0000,"Thu, 21 Jan 2021 11:02:24 CST"
60304-0000,"Thu, 21 Jan 2021 11:27:05 CST"
608040000,"Thu, 21 Jan 2021 11:06:32 CST"
